date,open,high,low,close,volume,average,barCount
2025-01-31 09:30:00-05:00,188.86,189.23,188.29,189.0,54167.0,188.872,372
2025-01-31 10:00:00-05:00,188.95,189.31,188.51,188.83,64344.0,188.914,417
2025-01-31 10:30:00-05:00,188.87,189.47,188.83,189.16,86979.0,189.081,645
2025-01-31 11:00:00-05:00,189.09,189.42,188.87,188.87,123752.0,189.156,981
2025-01-31 11:30:00-05:00,188.92,188.98,188.64,188.85,43740.0,188.783,378
2025-01-31 12:00:00-05:00,188.88,189.17,188.67,189.1,67595.0,188.92,552
2025-01-31 12:30:00-05:00,189.15,189.58,189.02,189.55,28596.0,189.194,239
2025-01-31 13:00:00-05:00,189.52,189.99,189.17,189.27,39661.0,189.575,338
2025-01-31 13:30:00-05:00,189.23,189.33,188.49,188.97,34775.0,188.966,301
2025-01-31 14:00:00-05:00,188.98,189.32,188.7,189.09,42199.0,189.028,382
2025-01-31 14:30:00-05:00,189.15,189.31,187.99,188.65,78518.0,188.634,593
2025-01-31 15:00:00-05:00,188.62,188.62,187.3,188.01,58490.0,187.803,470
2025-01-31 15:30:00-05:00,188.07,189.33,187.97,188.92,226213.0,188.855,1967
