date,open,high,low,close,volume,average,barCount
2024-10-08 09:30:00-04:00,42.11,42.95,42.03,42.95,301070.0,42.524,1472
2024-10-08 10:00:00-04:00,42.95,43.21,42.86,43.07,264416.0,43.046,1682
2024-10-08 10:30:00-04:00,43.08,43.38,42.91,43.32,319040.0,43.238,2150
2024-10-08 11:00:00-04:00,43.28,43.39,42.88,43.35,276931.0,43.224,1795
2024-10-08 11:30:00-04:00,43.36,43.36,42.94,42.95,80535.0,43.22,553
2024-10-08 12:00:00-04:00,42.94,43.25,42.6,42.62,231615.0,43.047,1260
2024-10-08 12:30:00-04:00,42.6,42.87,42.5,42.81,114511.0,42.717,662
2024-10-08 13:00:00-04:00,42.8,43.03,42.72,42.8,171106.0,42.842,1037
2024-10-08 13:30:00-04:00,42.75,42.89,42.33,42.88,155382.0,42.601,706
2024-10-08 14:00:00-04:00,42.89,43.03,42.76,43.01,93424.0,42.904,335
2024-10-08 14:30:00-04:00,43.01,43.25,42.93,43.19,105750.0,43.141,594
2024-10-08 15:00:00-04:00,43.18,43.66,43.13,43.64,230718.0,43.459,1446
2024-10-08 15:30:00-04:00,43.63,44.06,43.61,44.01,1390942.0,43.938,5845
