date,open,high,low,close,volume,average,barCount
2024-11-11,48.34,48.51,47.62,47.74,1850057.0,47.981,12793
2024-11-12,48.0,48.48,46.61,48.34,4809643.0,47.923,27497
2024-11-13,45.37,46.5,41.57,43.02,8847825.0,42.822,45710
2024-11-14,42.52,43.0,40.8,42.93,4106484.0,42.448,26081
2024-11-15,42.93,42.93,40.88,42.0,4615644.0,41.548,29214
2024-11-18,41.53,42.4,40.73,40.91,2925734.0,41.329,18709
2024-11-19,40.33,42.88,40.17,42.78,2822714.0,42.133,15270
2024-11-20,42.08,42.23,40.41,41.58,4369058.0,41.192,25400
2024-11-21,41.93,43.31,41.66,43.25,3984524.0,42.765,20975
2024-11-22,43.22,43.31,42.59,43.22,2905070.0,43.011,14943
2024-11-25,43.2,44.06,42.52,43.61,3250567.0,43.373,19248
2024-11-26,43.7,43.96,42.85,43.54,1813811.0,43.329,11424
2024-11-27,43.81,43.98,42.69,43.44,1214080.0,43.158,7408
2024-11-29,43.66,43.86,42.7,43.67,944375.0,43.319,5962
2024-12-02,43.45,44.36,42.71,43.51,2366862.0,43.751,14463
2024-12-03,43.07,43.79,43.0,43.7,1249001.0,43.534,8219
2024-12-04,43.87,45.86,43.65,45.59,4290845.0,45.283,23930
2024-12-05,45.54,45.55,43.63,43.82,3286841.0,44.072,13798
2024-12-06,43.83,44.27,43.02,44.19,2388296.0,43.734,13744
2024-12-09,44.41,44.41,42.1,42.47,2691137.0,42.642,15165
2024-12-10,42.57,42.94,42.1,42.37,1220944.0,42.506,7083
2024-12-11,42.74,42.88,41.42,41.65,2195692.0,42.165,12609
2024-12-12,41.36,42.35,40.88,41.89,4059552.0,41.848,26848
2024-12-13,41.95,42.05,41.15,41.78,1471132.0,41.568,9556
2024-12-16,41.57,42.82,41.26,42.58,2434647.0,42.521,9433
2024-12-17,42.52,42.97,42.0,42.81,2473464.0,42.528,10801
2024-12-18,43.16,43.44,41.58,41.95,1948738.0,42.253,10308
2024-12-19,42.06,42.69,41.63,42.07,1979875.0,42.034,9808
2024-12-20,41.64,42.73,41.62,42.02,1837726.0,42.168,10828
2024-12-23,41.75,42.23,41.11,42.2,1389677.0,41.79,8874
2024-12-24,42.49,43.86,42.24,43.81,709846.0,43.422,4491
2024-12-26,43.51,44.06,43.25,43.72,949263.0,43.654,5458
2024-12-27,43.51,43.8,42.06,42.2,1101371.0,42.356,7487
2024-12-30,41.73,42.9,41.39,42.07,1583766.0,42.0,9805
2024-12-31,42.36,42.73,41.37,41.42,989582.0,41.705,7038
2025-01-02,42.0,43.41,41.47,43.04,1346853.0,42.91,8813
2025-01-03,43.52,44.97,43.45,44.93,1587454.0,44.391,11025
2025-01-06,45.49,45.49,44.03,44.08,1140230.0,44.666,7578
2025-01-07,44.18,44.18,42.29,42.91,1591312.0,42.826,9393
2025-01-08,44.96,45.57,44.15,44.82,5955493.0,45.01,37189
2025-01-10,43.58,44.71,43.07,44.23,4459566.0,44.025,25109
2025-01-13,44.83,45.09,43.29,44.51,4659923.0,44.309,26769
2025-01-14,46.13,46.82,45.11,46.45,3714676.0,46.019,23661
