date,open,high,low,close,volume,average,barCount
2024-08-19 09:30:00-04:00,32.11,32.53,32.11,32.22,109010.0,32.325,623
2024-08-19 10:00:00-04:00,32.23,32.34,31.99,32.08,117012.0,32.115,774
2024-08-19 10:30:00-04:00,32.07,32.34,32.02,32.34,139696.0,32.166,879
2024-08-19 11:00:00-04:00,32.34,32.6,32.31,32.59,142026.0,32.453,800
2024-08-19 11:30:00-04:00,32.59,32.63,32.45,32.46,122070.0,32.554,739
2024-08-19 12:00:00-04:00,32.44,32.67,32.41,32.65,81281.0,32.563,583
2024-08-19 12:30:00-04:00,32.64,32.79,32.61,32.79,106198.0,32.696,604
2024-08-19 13:00:00-04:00,32.79,32.87,32.72,32.81,121256.0,32.788,786
2024-08-19 13:30:00-04:00,32.81,32.95,32.77,32.93,87419.0,32.859,613
2024-08-19 14:00:00-04:00,32.93,32.99,32.88,32.91,122665.0,32.926,704
2024-08-19 14:30:00-04:00,32.91,33.09,32.86,32.98,225016.0,32.994,1241
2024-08-19 15:00:00-04:00,32.98,33.35,32.97,33.34,166426.0,33.061,906
2024-08-19 15:30:00-04:00,33.35,33.57,33.18,33.57,400495.0,33.411,2555
