date,open,high,low,close,volume,average,barCount
2024-03-04,32.92,34.15,32.6,33.7,3877373.0,33.701,23670
2024-03-05,33.64,34.17,32.3,32.81,3395804.0,32.978,20798
2024-03-06,33.03,34.31,32.92,33.62,2216859.0,33.842,13435
2024-03-07,33.62,35.27,33.62,34.39,3320032.0,34.772,17724
2024-03-08,34.38,34.73,33.85,34.38,3227101.0,34.308,23178
2024-03-11,34.38,35.0,34.15,34.5,2242701.0,34.727,14813
2024-03-12,34.79,35.77,34.7,35.51,1982584.0,35.278,11894
2024-03-13,35.1,35.76,34.61,35.35,1499547.0,35.117,9918
2024-03-14,36.0,36.3,35.03,35.74,2513417.0,35.57,15283
2024-03-15,35.75,37.09,35.69,35.8,2602159.0,36.324,14966
2024-03-18,35.85,37.96,35.77,37.25,2975728.0,37.028,14809
2024-03-19,37.39,37.53,36.17,36.99,1886421.0,36.804,11164
2024-03-20,37.0,38.28,36.82,38.08,2450613.0,37.675,13806
2024-03-21,37.5,38.56,37.34,37.82,2106561.0,38.034,11675
2024-03-22,38.23,38.23,37.11,37.52,1294099.0,37.674,8137
2024-03-25,38.44,38.84,37.88,38.03,1145966.0,38.284,6705
2024-03-26,38.06,38.63,36.53,36.54,2805981.0,37.152,15980
2024-03-27,36.43,37.19,35.53,37.09,2666724.0,36.677,15386
2024-03-28,37.15,37.66,36.88,37.29,1549633.0,37.23,8744
2024-04-01,37.15,37.74,36.56,36.86,2259703.0,37.012,14176
2024-04-02,36.61,37.58,35.81,37.1,3242653.0,37.062,20198
2024-04-03,36.97,37.41,36.75,37.37,1066444.0,37.195,6512
2024-04-04,37.77,38.72,37.75,37.9,2342785.0,38.359,11834
2024-04-05,37.6,39.3,37.41,39.12,2233523.0,38.728,11667
2024-04-08,39.27,39.6,38.1,38.44,1341999.0,38.607,8917
2024-04-09,38.28,38.82,37.9,38.51,1012518.0,38.409,6155
2024-04-10,37.8,38.94,37.55,38.47,1267432.0,38.409,6674
2024-04-11,38.9,39.56,38.26,38.58,2015105.0,38.563,11092
2024-04-12,38.45,38.59,37.26,37.81,2464851.0,37.682,13320
2024-04-15,37.77,38.14,36.64,37.09,1719936.0,37.185,10362
2024-04-16,36.25,37.0,36.11,36.95,2078768.0,36.594,11960
2024-04-17,37.01,37.2,35.77,36.35,1400521.0,36.392,7405
2024-04-18,36.54,36.82,35.31,36.4,2969619.0,36.233,13817
2024-04-19,36.4,36.67,34.36,35.23,4333818.0,35.294,23151
2024-04-22,35.43,36.44,34.51,36.09,2024370.0,35.619,12119
2024-04-23,34.41,34.72,32.77,33.42,6904909.0,33.679,37138
2024-04-24,33.28,34.54,32.29,34.28,2954930.0,34.051,16229
2024-04-25,33.43,34.71,33.4,34.54,2104766.0,34.167,13873
2024-04-26,34.5,35.04,34.15,34.69,1494846.0,34.847,9301
2024-04-29,35.23,35.33,34.12,34.48,2285789.0,34.572,14835
2024-04-30,34.27,35.1,33.83,34.13,2302341.0,34.516,11955
2024-05-01,34.42,36.35,34.34,35.46,3233845.0,35.346,20205
2024-05-02,35.34,35.75,34.74,35.61,1569941.0,35.373,8583
2024-05-03,35.94,36.81,35.51,36.7,1480937.0,36.352,8866
2024-05-06,37.0,37.52,36.17,36.53,2790123.0,36.801,15509
2024-05-07,37.38,37.99,36.72,37.52,3574452.0,37.397,18280
2024-05-08,36.82,37.64,36.74,37.48,4177321.0,37.246,20767
2024-05-09,37.75,38.87,35.32,36.09,5593774.0,36.647,31396
2024-05-10,35.57,35.95,34.88,34.94,4025555.0,35.18,23560
2024-05-13,34.38,35.03,33.47,34.75,3021564.0,34.729,18765
2024-05-14,34.94,34.98,34.09,34.3,1721592.0,34.424,11627
2024-05-15,34.61,35.0,31.9,32.85,7868382.0,32.994,42722
2024-05-16,33.3,33.99,32.74,33.2,3050203.0,33.482,19206
2024-05-17,33.17,34.66,32.87,34.44,3043637.0,34.267,20111
