date,open,high,low,close,volume,average,barCount
2024-10-18 09:30:00-04:00,43.08,43.4,42.6,42.83,174677.0,42.937,614
2024-10-18 10:00:00-04:00,42.84,43.02,42.77,42.95,110277.0,42.903,510
2024-10-18 10:30:00-04:00,42.92,42.94,42.63,42.66,61228.0,42.779,341
2024-10-18 11:00:00-04:00,42.66,42.95,42.66,42.86,42684.0,42.841,288
2024-10-18 11:30:00-04:00,42.89,42.92,42.68,42.77,86482.0,42.82,494
2024-10-18 12:00:00-04:00,42.77,42.83,42.68,42.78,43324.0,42.768,287
2024-10-18 12:30:00-04:00,42.77,42.89,42.77,42.89,41462.0,42.847,225
2024-10-18 13:00:00-04:00,42.88,42.89,42.72,42.73,32361.0,42.82,220
2024-10-18 13:30:00-04:00,42.73,42.86,42.72,42.85,35367.0,42.801,256
2024-10-18 14:00:00-04:00,42.85,42.95,42.81,42.88,43848.0,42.882,256
2024-10-18 14:30:00-04:00,42.87,42.95,42.85,42.94,45477.0,42.892,319
2024-10-18 15:00:00-04:00,42.91,43.04,42.86,42.92,82942.0,42.919,434
2024-10-18 15:30:00-04:00,42.93,43.02,42.73,42.76,436670.0,42.825,1965
