date,open,high,low,close,volume,average,barCount
2024-10-22 09:30:00-04:00,43.07,43.7,43.0,43.49,283389.0,43.401,826
2024-10-22 10:00:00-04:00,43.49,44.5,43.48,44.09,310581.0,44.169,1292
2024-10-22 10:30:00-04:00,44.12,44.49,44.05,44.33,109572.0,44.293,670
2024-10-22 11:00:00-04:00,44.3,44.4,44.12,44.32,116710.0,44.247,608
2024-10-22 11:30:00-04:00,44.33,45.13,44.32,44.71,849046.0,44.908,2848
2024-10-22 12:00:00-04:00,44.71,44.86,44.56,44.68,89612.0,44.721,580
2024-10-22 12:30:00-04:00,44.65,44.82,44.61,44.62,66251.0,44.705,432
2024-10-22 13:00:00-04:00,44.61,44.62,44.23,44.47,132950.0,44.393,718
2024-10-22 13:30:00-04:00,44.46,44.53,44.33,44.33,71737.0,44.458,515
2024-10-22 14:00:00-04:00,44.34,44.38,44.08,44.23,94853.0,44.209,523
2024-10-22 14:30:00-04:00,44.23,44.23,43.94,44.0,90690.0,44.103,598
2024-10-22 15:00:00-04:00,44.01,44.16,43.98,44.09,78657.0,44.092,529
2024-10-22 15:30:00-04:00,44.09,44.33,43.94,43.97,508806.0,44.112,2901
