date,open,high,low,close,volume,average,barCount
2024-09-09 09:30:00-04:00,34.15,34.99,34.06,34.88,324999.0,34.619,1563
2024-09-09 10:00:00-04:00,34.88,35.04,34.79,35.04,173244.0,34.933,1246
2024-09-09 10:30:00-04:00,35.03,35.14,34.82,35.1,251795.0,35.003,1413
2024-09-09 11:00:00-04:00,35.08,35.35,35.0,35.16,232002.0,35.111,1297
2024-09-09 11:30:00-04:00,35.16,35.5,35.15,35.49,104734.0,35.394,808
2024-09-09 12:00:00-04:00,35.5,35.72,35.48,35.68,129492.0,35.6,881
2024-09-09 12:30:00-04:00,35.68,35.96,35.64,35.9,237322.0,35.812,1242
2024-09-09 13:00:00-04:00,35.92,35.94,35.85,35.91,122965.0,35.905,824
2024-09-09 13:30:00-04:00,35.9,35.91,35.59,35.65,159869.0,35.766,1156
2024-09-09 14:00:00-04:00,35.65,35.75,35.44,35.46,124625.0,35.587,916
2024-09-09 14:30:00-04:00,35.45,35.56,35.36,35.47,138406.0,35.474,945
2024-09-09 15:00:00-04:00,35.45,35.48,35.27,35.38,132583.0,35.368,959
2024-09-09 15:30:00-04:00,35.38,35.42,35.16,35.39,312283.0,35.326,2254
