Date,Open,High,Low,Close,Volume
2024-11-07,339,340.41,332.5,336.78,2347594
2024-11-08,336.5,342.79,335.75,341.18,1719992
2024-11-11,347.8,349.79,338.5,349.44,2486591
2024-11-12,346.5,349.4,319.1,323.71,6123678
2024-11-13,334.42,343.6434,330.55,333.26,3054493
2024-11-14,333.26,335.1109,325.28,326.04,2449456
2024-11-15,325.1,339.2358,325.1,329.76,2931274
2024-11-18,326.57,333.24,322.16,325.37,1816464
2024-11-19,320.01,340.39,317.55,340,2200573
2024-11-20,343.75,348,337.74,342.77,2633639
2024-11-21,349.9,357.09,339.38,339.85,2671849
2024-11-22,339.85,349.7,334,349.16,2714644
2024-11-25,353.52,354.99,328.1938,328.98,6212395
2024-11-26,332.27,340.71,330.615,338.89,2007910
2024-11-27,339.23,339.74,329.63,335.33,2318182
2024-11-29,334.46,336.62,332.67,334.12,883728
2024-12-02,335.73,346.67,335.51,337.54,2327994
2024-12-03,338.75,339.96,326.63,331.92,2103767
2024-12-04,336.485,344.73,333.63,343.75,2424016
2024-12-05,346.02,354.6899,344.94,348.13,2099463
2024-12-06,347.5,349.32,341,346.51,1622761
2024-12-09,340.35,345,324.5,335.25,3045948
2024-12-10,334.21,336.59,322.3314,327.39,3473498
2024-12-11,333.56,350.58,333.33,343.8,6671723
2024-12-12,343,343,328.19,329.91,3281840
2024-12-13,334.78,338,329.45,332.01,2972926
2024-12-16,336.06,340.5,330.84,337.71,4229793
2024-12-17,333,334,323.5,328.34,4408883
2024-12-18,327.59,332.06,314.19,317.12,3906912
2024-12-19,324.95,337.46,322.51,332.8,4587897
2024-12-20,328.13,345.6399,327.1501,342.66,5476077
2024-12-23,344.25,346.28,337,344.92,1436153
2024-12-24,347.22,348.99,343.32,347.29,1062360
2024-12-26,345.8,345.8,338.9,343.07,1211476
2024-12-27,339.95,340.75,332.5,333.8,1506587
2024-12-30,324.34,335.64,323.0001,330.26,1837750
2024-12-31,330.93,333.0964,327.5,328.93,1793757
2025-01-02,332.79,342.67,328.52,338.94,2473774
2025-01-03,331.69,354.98,331.5,354.03,2392405
2025-01-06,369.75,376.295,366.51,371.32,3419116
2025-01-07,373.26,374.62,357.226,368.52,2728249
2025-01-08,362.31,368.79,348.2,366.48,3160114
2025-01-10,363.2,367.83,351,367.1,2386995
2025-01-13,355.33,366.85,353.01,366.81,3267905
2025-01-14,376.32,388.8799,373.7,382.26,3095611
2025-01-15,391,392.77,380,387.03,2523964
2025-01-16,394.07,397.76,387.03,391,2111597
2025-01-17,393.29,404.13,389.59,401.41,2363785
2025-01-21,405,417.21,395.29,416,4223303
2025-01-22,430,434.1,418.1,427.1,4973944
2025-01-23,423.63,447.5,422.66,437.71,3925027
2025-01-24,436.93,436.93,416.0001,420.49,4717500
2025-01-27,339.6,353,322.3,330,13356758
2025-01-28,351.415,355.51,317.7,355.12,10396717
2025-01-29,358.3,368.84,346.26,353.25,5449781
2025-01-30,365,387.64,364.93,382.94,5682519
2025-01-31,385.56,387.08,370.56,372.88,4146855
2025-02-03,350.34,367.1951,348.95,361.71,4079368
2025-02-04,360.6,366.08,349.565,356.53,2766366
2025-02-05,363.97,369.475,359.63,367.93,2810011
2025-02-06,365.99,380.05,364.5983,374.83,2460844
2025-02-07,380.68,389.89,375.39,377.97,2391723
2025-02-10,379.15,385.7,372,385,2078929
2025-02-11,381.3,383.08,369.37,372.9,2064343
2025-02-12,364.76,378.26,359.73,369.65,1825378
2025-02-13,376,377.2,360.6,370.31,2609692
2025-02-14,369.28,369.28,357,367.59,2238830
2025-02-18,367.92,377.7699,363.35,373.25,2407295
2025-02-19,369.94,376.48,366.25,375.2,1670875
2025-02-20,375.06,383.29,353.11,359.68,3455981
2025-02-21,357.6,359.93,325.42,327.88,6964959
2025-02-24,327.38,329.3868,303.44,315.91,7156923
2025-02-25,307.26,322.104,298,317.69,6835154
2025-02-26,334.83,342.07,327.85,335.24,4684242
2025-02-27,345.18,348.51,322,326.28,4768005
2025-02-28,322.35,336,318.68,335.18,4096607
2025-03-03,334.7,337.4299,308.7732,315.98,4846242
2025-03-04,305.8,321.65,294.45,313.07,6257519
2025-03-05,314.55,323.89,311.1901,316.8,4617132
2025-03-06,306.68,309.08,288.28,293.21,7501033
2025-03-07,293,301,279.56,289.3,7397662
2025-03-10,275.97,281.37,266.47,270.13,6748865
2025-03-11,269.99,291.5298,268.51,284.21,5274793
2025-03-12,301.58,308,292.39,298.68,4541534
2025-03-13,297,303.49,285.35,300.24,2880429
2025-03-14,306.45,315.8,303,313.63,4404545
2025-03-17,312.5,335.29,311,331.96,4376625
2025-03-18,329,330.9769,314.5622,318.93,2774135
