date,open,high,low,close,volume,average,barCount
2024-11-25,189.76,190.43,187.47,187.62,912447.0,188.597,4305
2024-11-26,188.19,189.28,187.14,187.85,727597.0,188.089,5183
2024-11-27,188.23,188.56,185.35,185.56,590267.0,186.665,4355
2024-11-29,186.21,189.31,186.21,188.38,275793.0,188.328,2053
2024-12-02,188.36,188.63,187.0,187.95,558979.0,187.757,3934
2024-12-03,187.4,188.38,186.93,188.06,394340.0,187.807,3049
2024-12-04,188.5,188.88,187.25,188.2,668380.0,188.253,5288
2024-12-05,189.35,191.63,188.0,190.03,1100146.0,190.268,8069
2024-12-06,190.26,191.91,188.17,189.71,684514.0,190.015,5485
2024-12-09,188.97,191.02,187.67,187.9,671945.0,188.863,4992
2024-12-10,187.0,188.24,184.71,185.36,442901.0,185.957,3149
2024-12-11,188.64,191.26,186.05,190.46,724742.0,189.873,4598
2024-12-12,189.5,190.54,188.27,189.64,296641.0,189.359,2046
2024-12-13,188.3,188.65,184.7,185.48,515831.0,185.794,3869
2024-12-16,185.78,188.78,185.31,187.18,840457.0,187.402,5220
2024-12-17,186.64,187.32,185.85,185.93,397248.0,186.492,2770
2024-12-18,186.52,188.4,181.64,181.9,747128.0,185.419,5176
2024-12-19,183.78,184.49,181.16,181.38,435031.0,181.969,3149
2024-12-20,179.75,184.2,179.0,181.97,983674.0,181.537,4281
2024-12-23,181.09,183.37,181.08,183.22,465471.0,182.211,3029
2024-12-24,184.0,185.82,183.63,185.39,173929.0,184.941,1316
2024-12-26,184.75,187.56,184.71,187.16,256322.0,186.696,1858
2024-12-27,187.43,188.36,184.69,186.43,359054.0,185.883,2449
2024-12-30,184.42,185.93,182.0,184.54,581998.0,184.56,4021
2024-12-31,184.77,185.77,183.65,184.08,422254.0,184.598,3121
2025-01-02,184.66,185.11,180.87,183.07,515880.0,182.524,4059
2025-01-03,184.6,189.18,184.2,188.75,628445.0,188.062,4095
2025-01-06,190.35,192.14,188.31,188.98,516787.0,189.916,3864
2025-01-07,188.09,188.71,180.87,181.75,1123429.0,182.868,7795
2025-01-08,181.78,183.91,180.17,183.74,611953.0,182.545,4306
2025-01-10,181.9,182.88,177.35,178.61,524302.0,179.021,4029
